title,price,location,area_m2,rooms,bathrooms,property_type,url,garden,terrace,garage,elevator,swimming_pool,doorman,cellar,air_conditioning,heating,security,double_glazing,reinforced_door,equipped_kitchen,scraped_at
Appartement à vendre à Ain Zaghouan Nord. Superficie 189 m²...,650000.0,"Ain Zaghouan Nord, La Marsa",189.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/7902538/appartement-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord-superficie-189-m%C2%B2-bien-meubl%C3%A9,1,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:03:48
Villa S4 avec vue sur mer à Sidi Bou Said,7600000.0,"Sidi Bousaid, Carthage",900.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8279437/villa-s4-avec-vue-sur-mer-%C3%A0-sidi-bou-said,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:03:48
À LOUER Belle Villa à Hammamet 4000 DT/mois,,"Hammamet, Hammamet",400.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8281487/%C3%A0-louer-belle-villa-%C3%A0-hammamet-4000-dt-mois,0,1,0,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:03:48
À Vendre Duplex S4 à Akouda,430000.0,"Akouda, Akouda",140.0,4.0,1.0,Duplex,https://www.mubawab.tn/fr/a/8286170/%C3%A0-vendre-duplex-s4-%C3%A0-akouda,1,0,0,0,1,0,0,0,1,0,0,0,1,2026-02-06 21:03:48
A vendre appartement s3 hst à Manouba,315000.0,"La Manouba, La Manouba",126.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8159777/a-vendre-appartement-s3-hst-%C3%A0-manouba,0,1,1,1,0,1,0,0,1,1,0,1,1,2026-02-06 21:03:48
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:48
"S2 de 94,30m² et une terrasses de 6m²",358000.0,"Ain Zaghouan Nord,
								La Marsa",100.0,2.0,,,https://www.mubawab.tn/fr/pa/8053109/s2-de-94-30m%C2%B2-et-une-terrasses-de-6m%C2%B2,1,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:51
Appartement S2 à l'achat à Sousse Jaouhara. Surface totale 9...,282000.0,Sousse Jaouhara,98.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/8130944/appartement-s2-%C3%A0-l-achat-%C3%A0-sousse-jaouhara-surface-totale-98-m%C2%B2,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:51
Un Bel appartement S2 de 95m² à Athouraya,220000.0,Raoued,95.0,3.0,,Appartement,https://www.mubawab.tn/fr/pa/7986310/un-bel-appartement-s2-de-95m%C2%B2-%C3%A0-athouraya,0,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:51
À vendre – Appartement S2 neuf et meublé,270000.0,Kélibia,80.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8285432/%C3%A0-vendre-%E2%80%93-appartement-s2-neuf-et-meubl%C3%A9,0,1,0,0,0,0,0,1,0,0,1,1,1,2026-02-06 21:03:51
À vendre villa s4 avec piscine à Menzel Temime,950000.0,"Lebna,
								Menzel Temime",350.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8286111/%C3%A0-vendre-villa-s4-avec-piscine-%C3%A0-menzel-temime,1,1,1,0,1,0,1,1,1,0,1,1,1,2026-02-06 21:03:51
Appartement S2 à Cité Erriadh,220000.0,Kélibia,118.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8231748/appartement-s2-%C3%A0-cit%C3%A9-erriadh,0,1,0,1,0,1,0,1,1,1,1,0,1,2026-02-06 21:03:51
Une villa à Vendre,,La Soukra,8000.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8242499/une-villa-%C3%A0-vendre,1,1,1,0,1,1,1,1,1,1,1,1,1,2026-02-06 21:03:51
Résidence Mallorca – Jardins de Carthage,431000.0,"Les Jardins de Carthage, Le Kram",,,,,https://www.mubawab.tn/fr/p/4518/r%C3%A9sidence-mallorca-%E2%80%93-jardins-de-carthage,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:51
Vente Appartement Nahrawess à Hammamet,380000.0,"Hammamet Nord,
								Hammamet",116.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8267916/vente-appartement-nahrawess-%C3%A0-hammamet,0,1,1,0,0,1,0,1,1,1,0,1,1,2026-02-06 21:03:51
A vendre villa s7 à hay fattouma le bardo,680000.0,"Le Bardo, Le Bardo",450.0,7.0,,Villa,https://www.mubawab.tn/fr/a/7942918/a-vendre-villa-s7-%C3%A0-hay-fattouma-le-bardo,1,1,1,0,0,0,1,1,1,1,0,0,1,2026-02-06 21:03:51
À vendre Appartement S3 à manouba,215000.0,"La Manouba, La Manouba",112.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8199892/%C3%A0-vendre-appartement-s3-%C3%A0-manouba,0,1,1,0,0,1,0,0,1,1,0,1,1,2026-02-06 21:03:51
À Louer – Appartement S2 à la Marina de Monastir 1 500 DT,,"Zone Touristique, Monastir Ville",60.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8286196/%C3%A0-louer-%E2%80%93-appartement-s2-%C3%A0-la-marina-de-monastir-1-500-dt,0,0,1,0,0,0,0,1,0,0,0,0,1,2026-02-06 21:03:51
Etage de villa S3 haut standing à Corniche Sousse,380000.0,"Sousse Corniche, Sousse Ville",135.0,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/8079742/etage-de-villa-s3-haut-standing-%C3%A0-corniche-sousse,0,1,0,0,0,0,0,1,1,0,0,1,1,2026-02-06 21:03:51
À VENDRE: Appartement S2 de 85 m² à Kantaoui,290000.0,"El Kantaoui, Hammam Sousse",85.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/7899495/%C3%A0-vendre-appartement-s2-de-85-m%C2%B2-%C3%A0-kantaoui,0,1,0,1,0,0,0,0,1,0,1,0,1,2026-02-06 21:03:51
A vendre Villa à fort potentiel à Carthage Byrsa,,"Carthage Byrsa, Carthage",447.0,1.0,1.0,Villa,https://www.mubawab.tn/fr/a/8289185/a-vendre-villa-%C3%A0-fort-potentiel-%C3%A0-carthage-byrsa,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:51
À vendre –Appartement S2 Vue mer à Chatt Meriem,560000.0,"Chott Meriem, Akouda",100.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8286140/%C3%A0-vendre-%E2%80%93appartement-s2-vue-mer-%C3%A0-chatt-meriem,1,0,0,1,0,0,0,1,1,1,0,0,1,2026-02-06 21:03:51
À Vendre – Appartement S2 à Zone Skanes,320000.0,"Skanes, Monastir Ville",91.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8286186/%C3%A0-vendre-%E2%80%93-appartement-s2-%C3%A0-zone-skanes,0,1,1,0,0,0,0,1,0,0,0,0,1,2026-02-06 21:03:51
Penthouse S2 avec terrasse vue mer à Gammarth,1350000.0,"Gammarth, La Marsa",348.0,2.0,,,https://www.mubawab.tn/fr/a/8290046/penthouse-s2-avec-terrasse-vue-mer-%C3%A0-gammarth,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:51
À VENDRE – Maison S2 sans meuble avec piscine à Fadhloun,340000.0,"Midoune, Midoun",316.0,2.0,1.0,Maison,https://www.mubawab.tn/fr/a/8289704/%C3%A0-vendre-%E2%80%93-maison-s2-sans-meuble-avec-piscine-%C3%A0-fadhloun,1,0,0,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:03:51
À VENDRE Appartement S3 Haut Standing à hay tamir,290000.0,"Sousse Medina, Sousse Ville",100.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8254102/%C3%A0-vendre-appartement-s3-haut-standing-%C3%A0-hay-tamir,0,1,0,1,0,1,0,1,1,1,1,1,0,2026-02-06 21:03:51
A vendre un appartement S1 à Ennasr,205000.0,"Cité Ennasr 2, Ariana Ville",59.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8270155/a-vendre-un-appartement-s1-%C3%A0-ennasr,0,0,0,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:03:51
A vendre appartement S3 à ennasr 2,370000.0,"Cité Ennasr 2, Ariana Ville",168.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8285368/a-vendre-appartement-s3-%C3%A0-ennasr-2,0,1,1,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:03:51
S3 a Sidi Abdelaziz,950000.0,"La Marsa, La Marsa",230.0,3.0,,,https://www.mubawab.tn/fr/a/8268103/s3-a-sidi-abdelaziz,1,1,1,0,0,0,0,1,1,0,1,0,1,2026-02-06 21:03:51
Etage de Villa S3 a marsa Plage,1100000.0,"La Marsa, La Marsa",210.0,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/8287190/etage-de-villa-s3-a-marsa-plage,0,1,0,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:03:51
À Vendre direct promoteur sahloul 4,370000.0,"Sahloul, Sahloul",108.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8286812/%C3%A0-vendre-direct-promoteur-sahloul-4,0,1,1,1,0,1,0,1,1,1,0,1,1,2026-02-06 21:03:51
A vendre une villa S4 avec jardin près théâtre,700000.0,"Hammamet, Hammamet",248.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8290007/a-vendre-une-villa-s4-avec-jardin-pr%C3%A8s-th%C3%A9%C3%A2tre,1,0,1,0,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:51
À Vendre Apparemment S2 Yesser Arafet Sahloul,350000.0,"Sahloul, Sahloul",130.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8288991/%C3%A0-vendre-apparemment-s2-yesser-arafet-sahloul,0,1,1,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:03:51
Appartement s2 A vendre aux Jardins de l'Aouina,365000.0,"Aouina, La Marsa",91.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8289990/appartement-s2-a-vendre-aux-jardins-de-l-aouina,0,1,1,0,0,1,0,1,1,1,1,1,0,2026-02-06 21:03:51
Appartement S3 de 157m2 à Cité Ennasr,340000.0,"Cité Ennasr 2, Ariana Ville",157.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8255462/appartement-s3-de-157m2-%C3%A0-cit%C3%A9-ennasr,0,1,1,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:51
Appartement s1 de 84m2 aux Jardins d'el Menzah 1,220000.0,"Les Jardins d'El Menzah 1, Ariana Ville",70.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8160248/appartement-s1-de-84m2-aux-jardins-d-el-menzah-1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:51
À VENDRE – Appartement S2 Neuf avec Belle vue Mer,355000.0,"Tantana, Tantana",122.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8245026/%C3%A0-vendre-%E2%80%93-appartement-s2-neuf-avec-belle-vue-mer,0,1,0,1,0,1,0,1,1,1,0,0,0,2026-02-06 21:03:51
À VENDRE Appartement S2 à Haut standigChatt Mariem,260000.0,"Chatt Meriem, Sousse Ville",100.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8254645/%C3%A0-vendre-appartement-s2-%C3%A0-haut-standigchatt-mariem,0,1,0,1,0,1,0,1,1,1,1,1,0,2026-02-06 21:03:51
A vendre appartement en S3 à Ennasr 1,460000.0,"Cité Ennasr 1, Ariana Ville",157.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8251240/a-vendre-appartement-en-s3-%C3%A0-ennasr-1,0,1,0,1,0,1,0,1,1,1,1,0,1,2026-02-06 21:03:51
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:51
Superbe appartement à vendre à Ain Zaghouan,428000.0,"Ain Zaghouan Nord,
								La Marsa",121.0,2.0,,Appartement,https://www.mubawab.tn/fr/pa/8244382/superbe-appartement-%C3%A0-vendre-%C3%A0-ain-zaghouan,1,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:54
Bel appartement S2 à vendre à Sousse Jaouhara,305000.0,Sousse Jaouhara,106.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/8130945/bel-appartement-s2-%C3%A0-vendre-%C3%A0-sousse-jaouhara,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:54
S2 avec Jardin Privatif à la Résidence Athouraya,255000.0,Raoued,99.0,2.0,,,https://www.mubawab.tn/fr/pa/7986348/s2-avec-jardin-privatif-%C3%A0-la-r%C3%A9sidence-athouraya,1,1,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:54
Une charmante villa en cours de finition,870000.0,Hammamet,600.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8129166/une-charmante-villa-en-cours-de-finition,1,1,1,0,1,1,0,1,1,1,1,1,1,2026-02-06 21:03:54
Villa de Luxe Hammam sousse,5500000.0,Hammam Sousse,5000.0,10.0,,Villa,https://www.mubawab.tn/fr/a/8279410/villa-de-luxe-hammam-sousse,1,1,1,1,1,1,1,1,1,1,1,1,1,2026-02-06 21:03:54
S1 Direct propriétaire Menzah 7 Bis,175000.0,"El Menzah 7,
								Ariana Ville",74.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8279411/s1-direct-propri%C3%A9taire-menzah-7-bis,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:54
S2 en vente,365000.0,La Marsa,110.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8291313/s2-en-vente,0,0,0,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:03:54
Résidence Omrane 16- Élégance à Riadh El Ghazela,369000.0,"Cité el Ghazela, Raoued",,,,,https://www.mubawab.tn/fr/p/4427/r%C3%A9sidence-omrane-16-%C3%A9l%C3%A9gance-%C3%A0-riadh-el-ghazela,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
Villa individuelle en vente,1800000.0,Carthage,175.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8265835/villa-individuelle-en-vente,1,1,0,0,0,0,0,0,1,0,0,0,0,2026-02-06 21:03:54
A vendre triplex en S4 à ennasr 2,,"Cité Ennasr 2, Ariana Ville",484.0,4.0,,,https://www.mubawab.tn/fr/a/8283607/a-vendre-triplex-en-s4-%C3%A0-ennasr-2,1,1,1,1,0,1,0,1,1,1,1,0,1,2026-02-06 21:03:54
A Vendre Villa en S6 à Ennasr 2,,"Cité Ennasr 2, Ariana Ville",438.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8251108/a-vendre-villa-en-s6-%C3%A0-ennasr-2,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
A Vendre Appartement S2 centre urbain nord,350000.0,"Centre Urbain Nord, Cité El Khadra",100.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8286878/a-vendre-appartement-s2-centre-urbain-nord,0,1,1,1,0,1,0,1,1,0,0,0,0,2026-02-06 21:03:54
A vendre Appartement en S3 à El Menzah 6,320000.0,"El Menzah 6, Ariana Ville",146.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8285367/a-vendre-appartement-en-s3-%C3%A0-el-menzah-6,0,0,1,1,0,0,0,0,1,1,1,0,1,2026-02-06 21:03:54
A vendre une villa à ennasr,,"Cité Ennasr 1, Ariana Ville",340.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8259460/a-vendre-une-villa-%C3%A0-ennasr,1,1,1,0,0,0,0,1,1,1,0,0,1,2026-02-06 21:03:54
A vendre duplex en S2 à Ain Zaghouan,375000.0,"Ain Zaghouan Sud, La Marsa",140.0,2.0,,Duplex,https://www.mubawab.tn/fr/a/8251106/a-vendre-duplex-en-s2-%C3%A0-ain-zaghouan,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
A Vendre Appartement en S3 à Ennasr 2,,"Cité Ennasr 2, Ariana Ville",126.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8268693/a-vendre-appartement-en-s3-%C3%A0-ennasr-2,0,1,1,0,0,1,0,1,1,1,0,0,1,2026-02-06 21:03:54
A Vendre Villa Haut Standing en S3 avec Piscine,650000.0,"Hammamet Nord, Hammamet",,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/8248970/a-vendre-villa-haut-standing-en-s3-avec-piscine,1,0,0,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
A vendre une villa à El Menzah 6,,"El Menzah 6, Ariana Ville",300.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8266655/a-vendre-une-villa-%C3%A0-el-menzah-6,1,0,1,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:54
Appartement à l'achat à La Soukra. 3 chambres. Conciergerie...,431000.0,"La Soukra, La Soukra",157.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8289974/appartement-%C3%A0-l-achat-%C3%A0-la-soukra-3-chambres-conciergerie-%C3%A0-disposition-syst%C3%A8me-de-climatisation,0,0,1,1,0,1,0,1,1,0,1,0,1,2026-02-06 21:03:54
A vendre magnifique Appartement ORYN – Duplex S2,382000.0,"Cité El Wafa, Nabeul",100.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8267907/a-vendre-magnifique-appartement-oryn-%E2%80%93-duplex-s2,0,0,1,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
À VENDRE — Villa SIENNA avec Piscine Hammamet Zo,490000.0,"Hammamet, Hammamet",100.0,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/8267594/%C3%A0-vendre-%E2%80%94-villa-sienna-avec-piscine-hammamet-zo,0,0,0,0,1,0,0,0,0,0,0,0,1,2026-02-06 21:03:54
À louer un appartement vide en s2,,"Cité El Wafa, Nabeul",,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8248341/%C3%A0-louer-un-appartement-vide%C2%A0en%C2%A0s2,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
A vendre un appartement en S2 sur plan à cité Waf,400000.0,"Hammamet, Hammamet",103.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8257403/a-vendre-un-appartement-en-s2-sur-plan-%C3%A0-cit%C3%A9-waf,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
Appartement en S3 Style Triplex à Vendre,350000.0,"Nabeul, Nabeul",210.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8252405/appartement-en-s3-style-triplex-%C3%A0-vendre,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
A vendre duplex s3,330000.0,"Hammamet, Hammamet",104.0,3.0,1.0,Duplex,https://www.mubawab.tn/fr/a/8287355/a-vendre-duplex-s3,0,1,0,0,0,0,0,1,0,0,0,0,0,2026-02-06 21:03:54
Appartements neufs s1 et s2 soukra vente,,"La Soukra, La Soukra",75.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8289970/appartements-neufs-s1-et-s2-soukra-vente,1,1,1,1,0,1,0,1,1,0,1,1,1,2026-02-06 21:03:54
À vendre appartement en s2 occupé le 2eme étage,390000.0,"Hammamet Nord, Hammamet",132.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8172916/%C3%A0-vendre-appartement-en-s2-occup%C3%A9-le-2eme-%C3%A9tage,0,0,0,0,0,0,0,0,0,1,0,0,0,2026-02-06 21:03:54
A Vendre duplex avec studio indépendant,690000.0,"Hammamet, Hammamet",385.0,3.0,1.0,Studio,https://www.mubawab.tn/fr/a/8233255/a-vendre-duplex-avec-studio-ind%C3%A9pendant,0,1,0,0,0,0,1,0,1,0,0,0,0,2026-02-06 21:03:54
A vendre appartement S1 sur plan,268000.0,"Hammamet, Hammamet",57.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8262546/a-vendre-appartement-s1-sur-plan,0,0,1,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
Villa EDEN 460 m² – Jinan Beni Khiar,950000.0,"Beni Khiar, Beni Khiar",460.0,4.0,1.0,Villa,https://www.mubawab.tn/fr/a/8258708/villa-eden-460-m%C2%B2-%E2%80%93-jinan-beni-khiar,0,1,1,0,1,0,1,1,1,1,0,0,0,2026-02-06 21:03:54
À VENDRE – Appartement S1 Style Duplex à Cité Wafa,237000.0,"Cité El Wafa, Nabeul",60.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8267269/%C3%A0-vendre-%E2%80%93-appartement-s1-style-duplex-%C3%A0-cit%C3%A9-wafa,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
A Vendre – Villa de Charme à Hammamet Nord Zone T,1500000.0,"Hammamet, Hammamet",,6.0,1.0,Villa,https://www.mubawab.tn/fr/a/8195153/a-vendre-%E2%80%93-villa-de-charme-%C3%A0-hammamet-nord-zone-t,1,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:03:54
RDC S2 à louer à Cité Jardins,,"Cité Jardins, Cité El Khadra",60.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8289968/rdc-s2-%C3%A0-louer-%C3%A0-cit%C3%A9-jardins,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:54
S2 à Sousse Jaouhara. Surface de 124 m² avec place de parkin...,357000.0,Sousse Jaouhara,124.0,2.0,1.0,,https://www.mubawab.tn/fr/pa/8130946/s2-%C3%A0-sousse-jaouhara-surface-de-124-m%C2%B2-avec-place-de-parking,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:56
Spacieux S3 de 144 m² à la Résidence Athouraya,330000.0,Raoued,144.0,3.0,,,https://www.mubawab.tn/fr/pa/7986369/spacieux-s3-de-144-m%C2%B2-%C3%A0-la-r%C3%A9sidence-athouraya,0,0,0,1,0,0,0,1,1,1,0,1,1,2026-02-06 21:03:56
Un Coquet S1 avec vue sur Mer et forêt,244000.0,Bizerte,61.0,1.0,1.0,,https://www.mubawab.tn/fr/pa/7582018/un-coquet-s1-avec-vue-sur-mer-et-for%C3%AAt,0,0,0,0,0,1,0,1,1,1,1,0,1,2026-02-06 21:03:56
A vendre S3 aux Jardins de Carthage,970000.0,"Les Jardins de Carthage,
								Le Kram",175.0,3.0,,,https://www.mubawab.tn/fr/a/8290736/a-vendre-s3-aux-jardins-de-carthage,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:56
A vendre un S1 vue sur mer à la Goulette,370000.0,La Goulette,57.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8246428/a-vendre-un-s1-vue-sur-mer-%C3%A0-la-goulette,0,1,0,1,0,1,0,1,1,1,1,0,1,2026-02-06 21:03:56
À vendre une Villa jumelée à Gammarth,,"Gammarth Supérieur,
								La Marsa",332.0,4.0,,Villa,https://www.mubawab.tn/fr/a/7917345/%C3%A0-vendre-une-villa-jumel%C3%A9e-%C3%A0-gammarth,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:03:56
A vendre: Appartement S3 aux Jardins de Carthage,720000.0,"Les Jardins de Carthage,
								Le Kram",200.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8289631/a-vendre-appartement-s3-aux-jardins-de-carthage,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:56
RÉSIDENCE MARBELLA – Aouina / Ain Zaghouan,240000.0,"Ain Zaghouan, La Marsa",,,,,https://www.mubawab.tn/fr/p/4547/r%C3%A9sidence-marbella-%E2%80%93-aouina-ain-zaghouan,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:56
A vendre villa à AFH1 Nabeul,710000.0,Nabeul,180.0,2.0,1.0,Villa,https://www.mubawab.tn/fr/a/8295240/a-vendre-villa-%C3%A0-afh1-nabeul,1,1,1,0,0,0,0,1,1,0,0,1,0,2026-02-06 21:03:56
Magnifique villa Orion avec jardin – El Maamoura P,1000000.0,"Beni Khiar, Beni Khiar",820.0,4.0,1.0,Villa,https://www.mubawab.tn/fr/a/8258709/magnifique-villa-orion-avec-jardin-%E2%80%93-el-maamoura-p,1,1,0,0,0,0,0,0,1,1,0,0,1,2026-02-06 21:03:56
A vendre S2 Zone Touristique à 200m sur la plage,570000.0,"Hammamet Nord, Hammamet",128.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8012353/a-vendre-s2-zone-touristique-%C3%A0-200m-sur-la-plage,0,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:03:56
A Vendre S2 Vue Piscine à AFH2 Mrezga,415000.0,"Cité El Wafa, Nabeul",97.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8135448/a-vendre-s2-vue-piscine-%C3%A0-afh2-mrezga,0,1,0,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:03:56
A vendre Villa BUREAU 1250m2,1100000.0,"Charguia 1, La Soukra",1250.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8044313/a-vendre-villa-bureau-1250m2,1,1,1,0,0,0,1,1,1,0,1,0,1,2026-02-06 21:03:56
A vendre un très bel Appartement S3 à Sahloul,350000.0,"Sahloul, Sahloul",119.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8277531/a-vendre-un-tr%C3%A8s-bel-appartement-s3-%C3%A0-sahloul,0,1,0,1,0,1,0,1,0,1,0,0,1,2026-02-06 21:03:56
Un bel S2 à vendre à Zone touristique de Sousse,330000.0,"Sousse Corniche, Sousse Corniche",92.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8284294/un-bel-s2-%C3%A0-vendre-%C3%A0-zone-touristique-de-sousse,0,1,0,1,0,1,0,1,1,1,1,0,1,2026-02-06 21:03:56
Immeuble de rapport a vendre a boumhel R1 224M  PERMis de co...,,"Cité Essalem, Boumhel Bassatine",224.0,3.0,1.0,Immeuble,https://www.mubawab.tn/fr/a/8289904/immeuble-de-rapport-a-vendre-a-boumhel-r1-224m-permis-de-construction,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:56
Immeuble r2 avec local commercial 1012 m² a raraf,1400000.0,"Raf Raf, Raf Raf",2100.0,20.0,,Immeuble,https://www.mubawab.tn/fr/a/8289836/immeuble-r2-avec-local-commercial-1012-m%C2%B2-a-raraf,1,1,0,0,1,1,0,0,0,0,0,1,1,2026-02-06 21:03:56
Villa Standing Construction Récente,950000.0,"Khezama Ouest, Khezama Ouest",450.0,5.0,,Villa,https://www.mubawab.tn/fr/a/7879842/villa-standing-construction-r%C3%A9cente,1,1,1,0,0,0,0,1,1,1,0,0,1,2026-02-06 21:03:56
Opportunité Luxueuse Villa Plain Pieds,660000.0,"Hammam Sousse, Hammam Sousse",230.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8056802/opportunit%C3%A9-luxueuse-villa-plain-pieds,1,1,1,0,0,0,0,1,1,1,0,0,1,2026-02-06 21:03:56
Villa Chopard,1350000.0,"Hammamet, Hammamet",580.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8272299/villa-chopard,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:03:56
Appartement Medina Jadida 3,240000.0,"Nouvelle Medina, Nouvelle Medina",120.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8287822/appartement-medina-jadida-3,0,1,1,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:56
A vendre magnifique S1,450000.0,"Zone Touristique, Monastir Ville",73.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8289668/a-vendre-magnifique-s1,1,1,1,1,1,1,0,1,1,1,0,0,1,2026-02-06 21:03:56
